ShippingID,OrderID,Carrier,ShippingCost,ShippingStatus,TrackingNumber
SHIP265,ORDER265,FedEx,312.7,Delivered,1dcc38d0-5609-4550-8594-95581990063e
SHIP266,ORDER266,BlueDart,390.87,Pending,dda6df68-d4bf-4176-bd00-fdc168113102
SHIP267,ORDER267,India Post,392.79,In Transit,85092a94-4b20-498b-9dc3-d8d03f9abec7
SHIP268,ORDER268,BlueDart,432.01,Pending,3ddfaaba-d8a8-450c-bc37-23c38de935bf
SHIP269,ORDER269,FedEx,314.12,Delivered,6c0e7358-546a-4dcf-bba0-9944ee1e0099
SHIP270,ORDER270,FedEx,215.51,Delivered,a6c077c9-e003-45d9-aec4-7a6fcf10a0bc
SHIP271,ORDER271,India Post,206.17,Pending,4a5cbe11-eb2c-49fa-a509-b52b41f8880a
SHIP272,ORDER272,BlueDart,444.96,Delivered,2cf08f7c-b437-49b1-9cc8-ffa2f08ec29e
SHIP273,ORDER273,India Post,281.97,In Transit,f7a0c143-8455-465c-b905-35589ca7e969
SHIP274,ORDER274,BlueDart,401.83,Pending,3909ae8d-a111-4f86-af44-c03d7995461e
SHIP275,ORDER275,BlueDart,303.58,Pending,3a579809-a30c-486e-aec3-527e4a6979df
SHIP276,ORDER276,India Post,448.18,In Transit,4bb7e300-8621-4652-bcb8-3d965e8e5321
SHIP277,ORDER277,DHL,266.58,Delivered,4a29ccbb-8cc7-4d80-8b4c-e080d6355a0d
SHIP278,ORDER278,FedEx,277.1,In Transit,8ebb853d-231e-4b4c-b98a-567e213e4b32
SHIP279,ORDER279,India Post,179.42,In Transit,614e942f-da3e-49e3-9e42-34d517637cc1
SHIP280,ORDER280,DHL,138.95,Delivered,75eb4f62-1282-482e-8e44-8a315ee34991
SHIP281,ORDER281,India Post,189.62,Pending,913b558f-cd10-4fcb-aa54-e4ed98ba24fa
SHIP282,ORDER282,BlueDart,263.8,Delivered,b42601f9-e8c1-4c9c-8bff-3b8ec3933616
SHIP283,ORDER283,FedEx,390.72,Delivered,093e8439-f211-408e-9a75-49c5084adcbe
SHIP284,ORDER284,India Post,467.85,Delivered,869121b0-b6cc-4d1c-a346-fb31371af481
SHIP285,ORDER285,BlueDart,79.88,In Transit,a7ff3a0e-5382-4fa2-bde4-9a2deaa0ede9
SHIP286,ORDER286,BlueDart,136.74,Delivered,e0c01414-6be2-479a-9258-8b2b7b9cfb2e
SHIP287,ORDER287,India Post,450.05,Delivered,40baf2d1-469b-49f7-a862-a088f9074981
SHIP288,ORDER288,FedEx,475.52,In Transit,ce4021f5-9a0e-42d3-94c3-699f5885dc63
SHIP289,ORDER289,BlueDart,499.6,In Transit,f69cd7be-ebd4-4d13-ab5d-18ca78f9e9e9
SHIP290,ORDER290,DHL,305.59,Pending,ae19df63-5e91-4d5d-a14a-7b9d6b831d1f
SHIP291,ORDER291,FedEx,307.61,In Transit,308c7aac-af50-4f6b-8fdd-b1f699bbdd55
SHIP292,ORDER292,FedEx,141.87,Delivered,676403b1-cc2c-4c20-9c3d-8012fecb6025
SHIP293,ORDER293,FedEx,481.17,Pending,b24d8e9b-4103-4c4b-b3bb-60a2a35bf74c
SHIP294,ORDER294,DHL,414.53,Delivered,56f0f6ce-918b-45d5-92d4-31ace7dd62e5
SHIP295,ORDER295,FedEx,170.99,Pending,5b7a952f-0de5-42fb-8c4b-98c2329120ad
SHIP296,ORDER296,FedEx,85.02,Delivered,117fbaa2-7f05-4f2c-ac07-a489c14faf78
SHIP297,ORDER297,BlueDart,230.8,In Transit,0312d58e-8467-48bf-bd32-1f5a2ccc821a
SHIP298,ORDER298,BlueDart,329.7,In Transit,f29b8e1d-dc35-41a0-9fa2-ad48e58b0374
SHIP299,ORDER299,DHL,498.03,Delivered,5a69210e-f269-4491-b5db-9f866f98ca50
SHIP300,ORDER300,DHL,162.34,In Transit,73d28e0d-3415-466c-b634-fca6db0c5b7c
SHIP301,ORDER301,FedEx,241.31,Pending,a9aa7cf3-058f-4e7c-808c-71c4a2b40b63
SHIP302,ORDER302,BlueDart,125.37,In Transit,ea10b4a9-5323-439d-b268-b594d8263619
SHIP303,ORDER303,FedEx,271.73,In Transit,9d726af4-967f-4347-9db9-61a005ba40ca
SHIP304,ORDER304,India Post,452.01,Delivered,e05e6e26-6e92-4aad-bb7c-b1fb28f3f180
SHIP305,ORDER305,BlueDart,252.92,Pending,ff5a8938-4ef5-4998-8452-7f51e011ad9c
SHIP306,ORDER306,BlueDart,97.6,In Transit,c551ab54-ff18-4484-8350-fa844d7ac1e3
SHIP307,ORDER307,India Post,353.55,In Transit,93b09cbc-d122-480d-a5f0-79edc3ecfcdc
SHIP308,ORDER308,DHL,471.13,In Transit,9c81b571-e6ed-4c06-a150-78837746a088
SHIP309,ORDER309,BlueDart,193.46,Delivered,4dde0d95-3296-4f2c-bac6-a56937b75fa1
SHIP310,ORDER310,India Post,188.63,Pending,efcb8c36-39c7-4f0e-9199-7fe4583ac1bf
SHIP311,ORDER311,India Post,302.55,Delivered,6b6ff151-a59f-47bf-bdd1-4fc971006a98
SHIP312,ORDER312,BlueDart,425.59,Delivered,80c2dab2-336e-4c50-b7b5-4b34e47ddb23
SHIP313,ORDER313,BlueDart,103.48,Delivered,1bcd8281-ae30-4bdb-8d4b-4c54cee4cb14
SHIP314,ORDER314,India Post,398.94,In Transit,4af2d802-2faa-49d8-adcc-8b7f3d4aba69
SHIP315,ORDER315,BlueDart,213.54,In Transit,8e0bd44c-7f64-4f05-98c1-69834dfc666a
SHIP316,ORDER316,FedEx,214.89,In Transit,8f5214c9-959d-4de2-81cc-9d72b7265039
SHIP317,ORDER317,FedEx,367.7,Delivered,8cfe4e0a-629f-4783-ae97-a507a9f3b6bb
SHIP318,ORDER318,FedEx,97.29,Pending,539156a2-6469-4bb8-8a97-55c79fe04002
SHIP319,ORDER319,India Post,298.65,In Transit,d47dc2ca-07a8-4231-b7f9-50b1eb9424cd
SHIP320,ORDER320,FedEx,284.3,In Transit,757bdff8-06a3-46aa-92f7-8bf859d962bf
SHIP321,ORDER321,BlueDart,174.93,Pending,ec5e5f56-df85-4cff-8b96-cc4287bd67c3
SHIP322,ORDER322,BlueDart,221.48,Delivered,420c6632-616f-4e8d-b79c-8a71cff3acef
SHIP323,ORDER323,BlueDart,313.44,Delivered,8222de35-a859-4406-b7cb-3f7d5f7ba3cc
SHIP324,ORDER324,FedEx,453.15,In Transit,8ae2d3f8-317e-4377-98db-32f5a20ecae2
SHIP325,ORDER325,India Post,102.75,In Transit,fa9ce26c-21f2-41b8-a7b5-430686cb43fb
SHIP326,ORDER326,FedEx,56.46,Pending,a199b55d-a611-4ef0-887d-d76d8ae96225
SHIP327,ORDER327,FedEx,181.93,Delivered,a0bc6415-0979-4229-9c67-e165d935398d
SHIP328,ORDER328,DHL,313.28,Delivered,6ee49a7c-ea19-4d41-9a1a-5d1cf7314b29
SHIP329,ORDER329,DHL,230.05,Pending,09a2a419-9700-41ac-b842-297f87b38b1e
SHIP330,ORDER330,India Post,307.33,Pending,daf47f81-4299-4b43-80e0-13907339d757
SHIP331,ORDER331,BlueDart,137.07,Pending,ee5f53f4-ff2d-4fa5-83b5-c745434c8c24
SHIP332,ORDER332,FedEx,484.37,Pending,74102387-dafa-4da6-819e-2703e1269284
SHIP333,ORDER333,FedEx,142.51,Delivered,20f0734f-943c-489b-a462-7c28bea5186e
SHIP334,ORDER334,BlueDart,221.06,Pending,e3773782-664d-4ebe-8c44-44eb5a9c599d
SHIP335,ORDER335,BlueDart,234.28,Delivered,b6c03642-c647-4b60-a938-03006ebb3b50
SHIP336,ORDER336,India Post,91.37,Pending,0ec4e9d7-cd54-409e-b1c8-89648a20e56d
SHIP337,ORDER337,FedEx,346.39,Pending,22ba70b8-80f2-4350-8e96-bdc40001a3a7
SHIP338,ORDER338,BlueDart,164.8,Delivered,65b3f9f9-2c57-488e-9479-8257cb2fbff4
SHIP339,ORDER339,BlueDart,229.66,Delivered,2a88855d-08c4-4e23-a2fa-6140800c0dc5
SHIP340,ORDER340,DHL,112.21,In Transit,58a8f810-d0b2-44fe-a366-f43251733a82
SHIP341,ORDER341,DHL,144.1,Delivered,1888c0f0-a262-49cf-8b8d-886d05f778e4
SHIP342,ORDER342,India Post,76.2,Pending,2665fc6b-2d0c-46f1-a220-171a5e2a038d
SHIP343,ORDER343,DHL,183.77,In Transit,fe3d35ae-0bfd-4d85-8b4a-295cc3359437
SHIP344,ORDER344,India Post,389.24,Delivered,7599efcd-b8fa-4912-9730-a83fe80b1c0b
SHIP345,ORDER345,BlueDart,85.51,Delivered,af1e492d-9edd-49c5-b0bb-9c18a01714f6
SHIP346,ORDER346,FedEx,196.62,Pending,791c29b3-6179-4c95-ad6a-cf18fea5b3ea
SHIP347,ORDER347,BlueDart,383.81,Pending,a3020328-4b0a-42f7-9957-8431d6ee708c
SHIP348,ORDER348,FedEx,339.53,Pending,01ab7358-6903-4069-890e-46533dee85be
SHIP349,ORDER349,DHL,117.69,In Transit,cbe18ed2-5184-4d98-a3f4-1c687d7181a7
SHIP350,ORDER350,DHL,437.2,In Transit,82455951-ba14-42c4-a2cc-da270a43c133
SHIP351,ORDER351,BlueDart,460.47,In Transit,be308c20-95de-4376-8cad-1f1790604271
SHIP352,ORDER352,DHL,439.03,In Transit,6ab9b49a-4678-42db-a795-58e749fa0172
SHIP353,ORDER353,DHL,464.83,Delivered,865ede34-e85c-4259-88cd-0867e6d16f53
SHIP354,ORDER354,BlueDart,461.08,In Transit,8c95161a-c262-4804-9712-bc2be2b083eb
SHIP355,ORDER355,DHL,170.11,Pending,721c1b52-f6ab-4ed2-bdc3-16096aa3b0af
SHIP356,ORDER356,BlueDart,463.6,In Transit,f1d78fb0-76dc-4da8-ac04-cf741836722b
SHIP357,ORDER357,FedEx,381.44,Pending,a141f8d1-13ba-4010-9991-dc9c5b8339cf
SHIP358,ORDER358,DHL,206.48,In Transit,10508933-71fb-4574-90ff-47231252d3a1
SHIP359,ORDER359,India Post,112.13,Pending,9208015a-a56d-4673-adf1-e3f26939e57b
SHIP360,ORDER360,DHL,479.84,Delivered,fa30ca41-9f32-44be-8dea-06f7c9ef4904
SHIP361,ORDER361,DHL,101.08,Delivered,84b3b1b0-7207-4ca4-a3c3-8e822e6037bf
SHIP362,ORDER362,BlueDart,379.79,In Transit,a549ec81-5108-4b65-b73c-254e07dc0a5d
SHIP363,ORDER363,India Post,287.34,Pending,a3210fa9-fc17-4ed7-877c-421886a27b51
SHIP364,ORDER364,BlueDart,192.78,Pending,fa5956e1-4055-4b60-83ab-1746cd0d149d
SHIP365,ORDER365,India Post,250.5,In Transit,fc83f762-8439-4da9-ac2a-0171aab09cfb
SHIP366,ORDER366,India Post,185.33,Pending,880829a9-f768-4cbf-afb4-1278faaf1271
SHIP367,ORDER367,India Post,117.66,Delivered,73f552ba-ae12-41a7-91bb-7041665ac16a
SHIP368,ORDER368,BlueDart,156.19,Pending,3d8ea213-2fa4-4689-93f1-fb0443799674
SHIP369,ORDER369,DHL,236.0,Delivered,a0aa2eb7-a426-4431-afcf-5ef8d1338dfa
SHIP370,ORDER370,FedEx,213.54,Delivered,97632b79-2933-4855-85db-8477b7a299c6
SHIP371,ORDER371,FedEx,82.01,In Transit,b6a57f29-72ed-4911-9a63-b5998b74fa96
SHIP372,ORDER372,India Post,204.34,In Transit,9955cc18-6eb9-48fa-b0a0-e8711d9d9b92
SHIP373,ORDER373,BlueDart,463.49,In Transit,369078e6-a2e3-4ce3-b9d0-17a13055d368
SHIP374,ORDER374,BlueDart,472.24,Pending,3fcbbd18-f4a7-46c9-ac62-23a06caf52db
SHIP375,ORDER375,BlueDart,334.39,Pending,0384b1ae-4267-4e6f-bfeb-de85d92a4fbc
SHIP376,ORDER376,India Post,261.45,Delivered,9468cc53-0da1-4eb7-a7e7-288bc0d2b449
SHIP377,ORDER377,India Post,236.99,Pending,3c591dad-1613-4804-82fd-dcdae83eb9ec
SHIP378,ORDER378,BlueDart,495.98,Delivered,186dacdc-7db0-4140-98c6-3d46fcd23c0f
SHIP379,ORDER379,FedEx,129.26,Delivered,652f27b5-2b7d-414d-b2a7-feed1b45169b
SHIP380,ORDER380,India Post,231.55,Delivered,ddb84efe-7d87-4cff-88f0-2640a6438d34
SHIP381,ORDER381,FedEx,254.54,Delivered,c1f32ca0-bc78-4966-bd34-d439a4b62e53
SHIP382,ORDER382,India Post,299.17,Pending,71194909-5462-4a2d-961f-f910b253fde5
SHIP383,ORDER383,FedEx,109.68,In Transit,6e2ecf6f-7d94-492b-ab1d-70b475760a83
SHIP384,ORDER384,BlueDart,97.23,In Transit,ad280420-3784-4e99-982f-afe2f457a150
SHIP385,ORDER385,India Post,443.11,In Transit,7471ccfc-8583-4a01-8db4-8bb2be54d446
SHIP386,ORDER386,India Post,202.97,Delivered,b05b4117-9326-41a9-8631-8b47708b57b7
SHIP387,ORDER387,FedEx,281.93,Delivered,3c95b346-f125-4c42-abd3-332ecbcf5af4
SHIP388,ORDER388,India Post,270.99,Delivered,6ff8c9d8-fac8-4e9f-beea-83ccfbd67424
SHIP389,ORDER389,India Post,171.04,In Transit,bdf0ad66-b625-4ddc-be07-2506c1e18699
SHIP390,ORDER390,BlueDart,371.85,Delivered,79cbe408-bc38-4341-9ad1-dca342de8aa2
SHIP391,ORDER391,BlueDart,253.52,Pending,dbeed2e5-e6cf-47b1-83c7-1752198cd0a2
SHIP392,ORDER392,DHL,309.96,Delivered,3ca4e7a3-6ddf-46ba-8e24-d7dddbe444c2
SHIP393,ORDER393,FedEx,319.44,Delivered,f3948259-bbbe-4b29-9dc7-68f161e32520
SHIP394,ORDER394,DHL,360.91,Delivered,7164f902-a7f3-44fc-afa5-4b98a8e18741
SHIP395,ORDER395,FedEx,280.59,Pending,1d51af3b-f2a0-4c5d-b51b-43f8bb789967
SHIP396,ORDER396,India Post,421.67,In Transit,a3e12336-4bfb-416f-bbf0-394d96c46c70
SHIP397,ORDER397,DHL,163.0,Pending,6965fd92-946c-4e60-83bd-fbe183d11c9b
SHIP398,ORDER398,DHL,491.15,Delivered,89fc073a-3bed-4f9c-9962-298be4653599
SHIP399,ORDER399,FedEx,153.96,Pending,e231f716-0250-41b3-8a67-52baf05559b2
SHIP400,ORDER400,DHL,213.56,In Transit,9654a64a-0cae-4785-9d1a-d39204011f57
SHIP401,ORDER401,India Post,461.22,Delivered,bc924f06-b980-4c42-b0c0-8f89973d1419
SHIP402,ORDER402,FedEx,377.76,In Transit,e57ef967-e8be-48cb-b53a-18efacbafcab
SHIP403,ORDER403,DHL,468.11,In Transit,7e1baf86-c58e-48b2-8ffd-b6692ef287d1
SHIP404,ORDER404,BlueDart,291.32,In Transit,1a1a5701-e7c9-4317-ba1b-758cc2438ea8
SHIP405,ORDER405,DHL,346.65,In Transit,cc006ef0-4cf5-4c29-ae0b-b3ebafc9a077
SHIP406,ORDER406,India Post,183.3,In Transit,fa64e4a1-82ab-4739-979f-352c0653783a
SHIP407,ORDER407,DHL,326.47,In Transit,55d1d892-1bac-4dfc-8a94-08b03eed9bb1
SHIP408,ORDER408,FedEx,360.66,Delivered,d191e69c-b821-4c97-a7e0-f84112a713a7
SHIP409,ORDER409,India Post,415.74,Delivered,b8660151-7f90-49bf-9f42-4dc1389e640e
SHIP410,ORDER410,India Post,496.59,Pending,dd887685-b3ea-493b-8cbe-81af87520f63
SHIP411,ORDER411,India Post,125.24,Delivered,0cbe5706-c421-4ee2-9e4b-8634b2e58602
SHIP412,ORDER412,FedEx,378.55,In Transit,7a798d49-a955-49dc-b202-1fdfba8b69da
SHIP413,ORDER413,BlueDart,156.99,In Transit,f6802ed7-68b7-4850-83ce-6fb88357ad3a
SHIP414,ORDER414,India Post,147.04,Delivered,78673f72-3212-441e-b3c7-98c520634490
SHIP415,ORDER415,India Post,95.54,Delivered,89c138a7-88b3-4fbe-84b7-be690c9f7ce3
SHIP416,ORDER416,FedEx,487.09,Delivered,9576e22a-ab17-4ebb-8eb8-8d691d5cec1e
SHIP417,ORDER417,India Post,90.95,Delivered,0ef23968-f54f-41c0-8c9d-3332c59f207c
SHIP418,ORDER418,DHL,488.52,Pending,a37b2b2f-f0a1-4ffc-8623-bc0fc9ffc72d
SHIP419,ORDER419,FedEx,415.91,In Transit,4ba469fe-d29d-4315-9ed1-d9d338002ea7
SHIP420,ORDER420,BlueDart,351.08,Pending,ce8900d1-5d36-4e35-a49a-9e3817bc86d7
SHIP421,ORDER421,FedEx,256.25,Pending,8d6c9446-1edd-48d1-9182-eeb55fcb8a49
SHIP422,ORDER422,India Post,188.3,Delivered,7145d512-0afa-4ebc-9c6d-58991eba6cd5
SHIP423,ORDER423,FedEx,253.11,Delivered,9618b211-77f3-463c-b98a-3266ea40619c
SHIP424,ORDER424,India Post,376.53,Pending,212e03a7-350c-45eb-bc3f-253ffc5bf4de
SHIP425,ORDER425,FedEx,77.77,Delivered,199faa6d-9e4f-4a0e-9a2e-c2c1a3af188c
SHIP426,ORDER426,India Post,178.06,In Transit,0a79e78a-0753-417c-9016-0ed808c00a54
SHIP427,ORDER427,BlueDart,349.77,Delivered,84335e10-8681-4d8b-830e-424b736557ac
SHIP428,ORDER428,India Post,252.39,In Transit,b5eb93e6-c66a-4473-96ec-7a06fd9e1167
SHIP429,ORDER429,FedEx,55.73,Delivered,53d95b76-1440-4c81-88b3-e29c2f341e58
SHIP430,ORDER430,India Post,302.37,Pending,94077d5a-fd55-4bb0-b084-3e5209eeea11
SHIP431,ORDER431,FedEx,439.08,In Transit,8f128dba-267d-453b-af10-0132f3772c4b
SHIP432,ORDER432,BlueDart,332.4,Pending,87ea7247-86ce-414a-9884-3af3ce1c02ed
SHIP433,ORDER433,BlueDart,219.56,Pending,38b30478-e45a-4307-8f44-051605255dd2
SHIP434,ORDER434,DHL,372.69,Delivered,657217e2-a7c0-4cc2-b75c-995236301dae
SHIP435,ORDER435,BlueDart,299.68,Pending,4e2151df-b365-4d20-9ba3-c33ba97e79ca
SHIP436,ORDER436,India Post,478.48,In Transit,4c3c5688-62d9-4e0d-aaf7-96e8e908019f
SHIP437,ORDER437,DHL,252.3,In Transit,a314450b-7195-4d55-b5fb-3c2e1cec487b
SHIP438,ORDER438,BlueDart,138.22,In Transit,da6a74f4-cf5e-4573-8d09-f76c9cc2c1f5
SHIP439,ORDER439,DHL,203.25,Pending,db182c7b-fa63-456c-85a7-55905a3b11b5
SHIP440,ORDER440,BlueDart,408.29,Delivered,41b84282-2b6b-4b34-8c14-099583367b4e
SHIP441,ORDER441,FedEx,413.56,Pending,e182e117-6de4-44e2-8d18-e056a36f53d1
SHIP442,ORDER442,FedEx,245.12,Pending,d53f6073-5b1a-4834-9380-01b0ea97a8e4
SHIP443,ORDER443,FedEx,224.09,Delivered,056049b7-93d3-454a-a5ed-2c73ef01350a
SHIP444,ORDER444,DHL,291.38,Pending,0b60336b-03ac-4cfa-af9e-45c49541ab1d
SHIP445,ORDER445,FedEx,128.82,Delivered,8dcd4bad-cd98-400c-ba4b-eccc9f592fee
SHIP446,ORDER446,DHL,305.36,Delivered,f2ed37f3-68ed-4b13-adc4-8f51cbc4ad18
SHIP447,ORDER447,BlueDart,305.1,Delivered,5116288f-2dfc-4b82-8c72-458588071156
SHIP448,ORDER448,FedEx,91.11,In Transit,c2101cbb-755e-4c7d-b393-c5b3937b50fa
SHIP449,ORDER449,BlueDart,429.73,In Transit,f453e945-413d-4c88-97b4-f6e551fd8a44
SHIP450,ORDER450,FedEx,438.43,In Transit,b9b33551-c207-464d-9bae-3636ecb11a60
SHIP451,ORDER451,India Post,145.38,In Transit,52bad10b-88c2-4f9a-8051-ad55308120f0
SHIP452,ORDER452,DHL,81.57,In Transit,0f0fb39f-9061-4e49-8d33-028f7482ec5a
SHIP453,ORDER453,DHL,175.07,Pending,044c70be-1998-478d-938c-b7682da42153
SHIP454,ORDER454,FedEx,389.2,Pending,097bdecc-0de4-412f-ae77-42f0f9fe9021
SHIP455,ORDER455,DHL,312.02,Delivered,cc3bf8ff-4afd-4930-b02c-b4e0c31bfa6d
SHIP456,ORDER456,FedEx,425.41,Pending,9bb58d94-2ec3-445f-a778-850df58a905d
SHIP457,ORDER457,India Post,109.39,Delivered,38aa3bf4-c53d-4d9c-b586-b3807a258b6e
SHIP458,ORDER458,BlueDart,160.34,Delivered,3451460a-4fa9-4d9e-8633-c80d55979bdb
SHIP459,ORDER459,India Post,311.2,In Transit,fe9bf65c-27fa-425b-af3d-1e478e10618b
SHIP460,ORDER460,India Post,333.91,Pending,b9c0ebcd-0bb0-45b4-afe0-cfa44a60899c
SHIP461,ORDER461,India Post,55.07,Delivered,267e334d-626e-4beb-a417-0afb6f26a3e8
SHIP462,ORDER462,DHL,266.92,In Transit,5959f562-f982-4e90-b0b4-9b51cc9dfa66
SHIP463,ORDER463,BlueDart,411.96,Delivered,4a677936-8c05-4458-b591-259523ccf179
SHIP464,ORDER464,BlueDart,192.2,In Transit,93ed8bd3-ad32-4e8b-a470-38dcf4d6efc2
SHIP465,ORDER465,India Post,450.39,In Transit,741f50b6-0313-4084-99c2-356ba3822dfc
SHIP466,ORDER466,BlueDart,144.67,Delivered,c069c488-ef1a-4e6c-95ae-c64f76ec9aeb
SHIP467,ORDER467,India Post,247.62,Pending,b071aff0-296a-4bb1-aa83-040d3dfcf5a8
SHIP468,ORDER468,FedEx,452.44,Pending,c4ea0354-6d8a-47c3-bdf1-a55ae9ad24e1
SHIP469,ORDER469,FedEx,404.89,Delivered,a00e93b1-d66c-4dbc-92b7-07861f7cd283
SHIP470,ORDER470,BlueDart,282.0,Pending,69980924-f9a9-408b-afbe-ec0b9b9ee5e3
SHIP471,ORDER471,India Post,104.67,Pending,f1a20154-e434-4748-95a5-609d60d95f1b
SHIP472,ORDER472,FedEx,415.66,Pending,82661473-b3fd-48e6-a4c1-cce924f455f0
SHIP473,ORDER473,BlueDart,478.0,Pending,bf0371a6-c719-4822-9654-f2302529505c
SHIP474,ORDER474,DHL,378.13,In Transit,03a827e5-7f6b-45ad-8b23-678a3806fd25
SHIP475,ORDER475,India Post,453.08,In Transit,3b43511a-04cf-4921-9a01-4079650bb6eb
SHIP476,ORDER476,BlueDart,324.89,In Transit,80730932-65d8-4ab2-b524-f9fa338e992f
SHIP477,ORDER477,DHL,367.95,In Transit,735bff6d-bf26-4eda-ad04-cf7f331d1803
SHIP478,ORDER478,BlueDart,376.6,Pending,557c75e4-e156-4850-a197-b9e86b8e0b34
SHIP479,ORDER479,DHL,197.5,Pending,1470c229-c454-4f01-99e8-41705ef61df1
SHIP480,ORDER480,India Post,102.71,Pending,bcb66581-0b4e-48ad-96ce-b1e78f905008
SHIP481,ORDER481,BlueDart,264.49,In Transit,493952ef-aba5-4ae9-a6c9-a1b1740857ce
SHIP482,ORDER482,BlueDart,480.92,In Transit,9860d99c-e92d-441c-a74a-72f50df3b446
SHIP483,ORDER483,FedEx,429.76,In Transit,ccc4da76-33e6-4639-89a2-6f3b640f38a9
SHIP484,ORDER484,FedEx,289.43,Pending,eb99fd1f-60df-43c0-91f4-5a7528ed11fe
SHIP485,ORDER485,BlueDart,226.58,Pending,4829735a-0b11-4669-82eb-ce65fd142a8f
SHIP486,ORDER486,India Post,222.99,Delivered,a40f92d2-1fbc-41f1-a688-19c8edf39a18
SHIP487,ORDER487,FedEx,158.2,Pending,6cf89ac7-1d7d-46bc-8082-05726dc1479e
SHIP488,ORDER488,BlueDart,285.06,In Transit,662fe2c2-90e7-408f-abb6-67c5205e6053
SHIP489,ORDER489,FedEx,288.6,In Transit,a1aacaa5-4a43-451d-a6ff-628c30b6bb2e
SHIP490,ORDER490,BlueDart,434.53,In Transit,2c0f6397-c840-4f62-ad4d-9394b90277fa
SHIP491,ORDER491,FedEx,112.42,In Transit,067768ba-2ff3-4172-9c7d-1b157f1c0b2c
SHIP492,ORDER492,India Post,475.12,In Transit,1349a71c-0b30-4c28-8d18-3ed309bd35fe
SHIP493,ORDER493,DHL,241.91,Delivered,5a84f2be-3829-474f-bbae-d5afed0ec066
SHIP494,ORDER494,BlueDart,204.87,Delivered,aebfaa09-9f58-4f12-b7cd-8c8740ffa28b
SHIP495,ORDER495,BlueDart,195.62,In Transit,4ae26225-8ffe-4ee7-9152-7079940c7d1b
SHIP496,ORDER496,FedEx,488.91,Pending,3873ad13-93ad-4082-ba59-c4c249c6103d
SHIP497,ORDER497,India Post,133.52,Pending,3634880d-7b2f-4e87-9e9f-3b229e89e9f5
SHIP498,ORDER498,FedEx,397.27,Delivered,21c6a184-c5fc-4e71-8314-6d07e5769104
SHIP499,ORDER499,FedEx,481.96,Delivered,2a036247-6e33-43e0-abaa-17256841b64e
SHIP500,ORDER500,FedEx,354.04,Delivered,6d33c2f1-74fc-4445-9ea0-91c96da4d111
SHIP501,ORDER501,BlueDart,89.0,Pending,e879c4c7-a298-45a9-8a9c-250f512687f1
SHIP502,ORDER502,FedEx,256.91,In Transit,8776f16f-7ee1-44d5-92cb-c83498997390
SHIP503,ORDER503,BlueDart,238.16,Pending,9c734069-91de-42cb-ad72-b2670059b94d
SHIP504,ORDER504,BlueDart,91.26,In Transit,678dbe7a-ad1f-4294-9def-52d2d96166c9
SHIP505,ORDER505,India Post,153.61,Pending,9c9bc545-fb8a-4448-920d-085c3bd315e0
SHIP506,ORDER506,India Post,497.79,Delivered,638932da-bdc4-4289-801d-aaa011dfab35
SHIP507,ORDER507,BlueDart,159.01,Delivered,9f6296c7-632d-4e69-8140-2ddc66684f10
SHIP508,ORDER508,DHL,244.01,Delivered,21049ec1-5256-4e63-8fdf-16bf2ccb6e72
SHIP509,ORDER509,DHL,189.1,Pending,7f8719b8-b6f2-4af1-b12c-3bbd775aa43f
SHIP510,ORDER510,DHL,66.04,Pending,415c4aca-d2cc-4708-8aa9-8f46fc5974e3
SHIP511,ORDER511,India Post,319.18,Pending,52d9ed8e-8950-486c-9735-f227d69f617f
SHIP512,ORDER512,DHL,146.24,In Transit,b2987fce-2dc6-4d6b-a7ee-afbbaf94113d
SHIP513,ORDER513,India Post,125.85,Pending,15a99657-6792-4fd4-8a7c-87c64bb64742
SHIP514,ORDER514,India Post,276.15,Pending,582c0a6f-b966-419d-872a-291c49f3a55a
SHIP515,ORDER515,India Post,108.9,Pending,75b74a54-f6f6-4506-b80d-cfe37e1fd688
SHIP516,ORDER516,India Post,446.54,Delivered,3a94773b-409a-42fa-8a87-4c3d30f69f7a
SHIP517,ORDER517,DHL,420.93,Pending,372d0df6-5093-499e-9d8d-a420187ad8b2
SHIP518,ORDER518,DHL,329.38,Delivered,7fed32cf-7219-4534-adb9-5e4d1f3cd578
SHIP519,ORDER519,DHL,271.31,Delivered,8fa8e946-944e-489e-9cfa-beeebaec0cad
SHIP520,ORDER520,DHL,310.48,In Transit,df645e8c-8e93-44b9-b29f-364d936233b6
SHIP521,ORDER521,FedEx,102.5,In Transit,0f2ba43b-cac9-4c72-8ada-a5abdabb3693
SHIP522,ORDER522,FedEx,122.4,Pending,27d10a93-fee6-4a54-82be-411d26a08e70
SHIP523,ORDER523,BlueDart,363.2,In Transit,5d180644-8b4f-45eb-bbc9-96891e2d8a31
SHIP524,ORDER524,India Post,94.26,In Transit,bae38169-3287-40bc-b21d-c69545e27160
SHIP525,ORDER525,FedEx,198.21,Delivered,0944849a-451a-4526-a280-73d4e8d64256
SHIP526,ORDER526,India Post,70.2,In Transit,afd9615e-6815-4ea7-b7de-85d52ae2ab53
SHIP527,ORDER527,BlueDart,431.49,Pending,8c87627f-0f7d-4c94-bcb7-6b991c3f492b
SHIP528,ORDER528,India Post,157.18,Pending,ed6e2021-82b4-4cbe-af75-a1320646ff40
SHIP529,ORDER529,India Post,293.07,Pending,fdd8be98-ef7e-4514-b150-cea07b06bab2
